crop,soil_type,season,temperature_c,humidity_pct,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,solar_radiation,wind_speed_kmh,field_area_ha,irrigation_needed,disease_risk,fertilizer_rec,yield_tons_ha
Potato,Sandy Loam,Rabi,18.2,75.8,1725.6,8.24,92.9,70.9,12,79.3,29.1,3.1,7.48,0,High,MOP,19.68
Barley,Black,Rabi,17.3,83.1,2129.9,7.84,81.9,31.8,74.1,36.2,27,9.4,38.58,0,High,Balanced NPK,2.26
Soybean,Sandy Loam,Zaid,36.8,65.5,1466.5,7.87,11.5,27.5,30.8,63.3,15.9,16.5,45.7,0,Medium,Urea,2.63
Groundnut,Sandy Loam,Kharif,29.9,92.9,552.2,5.71,100.5,21,73.1,41.7,10.2,16.3,4.39,0,Medium,Balanced NPK,1.92
Rice,Clay,Kharif,35.7,33.4,1874.7,6.22,58.9,7.8,75.9,65.5,15.9,21.5,41.35,0,Medium,DAP,4.62
Rice,Alluvial,Kharif,28,62.8,1580.6,6.38,132.5,8.2,5.5,63.8,15.6,3.5,27.6,0,Low,"DAP, MOP",4.66
Sugarcane,Black,Rabi,22.4,76.7,1881.9,5.13,116.3,70.3,39.8,56.7,27.8,10.7,33.63,0,High,Balanced NPK,69.64
Rice,Black,Kharif,39.6,86.1,1970.4,4.62,86.4,55.9,6.8,69.8,29.3,2.4,24.9,0,High,MOP,4.75
Rice,Red,Rabi,39,41.7,2443.4,8.29,42.8,54.5,73.2,75.7,11.4,9.7,35.04,0,Medium,Balanced NPK,3.89
Rice,Clay,Rabi,35.8,82,1519.2,5.46,36.5,51.1,43.9,50.6,19.4,0.4,2.19,0,High,Urea,4.33
Soybean,Laterite,Rabi,23.2,65.9,985.8,5.46,54.3,68.7,10.6,26.6,21,22.5,38.25,0,Low,MOP,2.34
Rice,Red,Zaid,32.7,55.8,1691.5,4.83,72,41,13.3,37.9,11.9,13.2,2.15,0,High,MOP,4.23
Wheat,Red,Kharif,25.8,38.6,357.4,8.21,48.5,70.3,33.8,63.1,17.5,21.2,23.04,1,Low,Balanced NPK,3.53
Sugarcane,Red,Rabi,17.7,86.2,2264,6.82,76.9,32,75.5,55.6,16.3,1.5,7.97,0,High,Balanced NPK,70.01
Cotton,Black,Kharif,42.5,40.2,474.6,7.17,31.5,74.5,57,22.4,20.7,5.7,41.27,1,Medium,Urea,1.36
Barley,Alluvial,Zaid,19.1,50.1,954,8.15,137.1,57.4,70.1,13.6,23.2,6.5,16.03,0,Low,Balanced NPK,2.42
Rice,Sandy Loam,Kharif,43.5,48.9,2076.2,5.88,24,24.3,32.5,57.8,24.1,9.7,22.98,0,Medium,Urea,5.1
Rice,Black,Zaid,28.4,86.6,1573.8,6.99,131.2,47.3,8.2,27.6,12.7,20.1,21.72,0,High,MOP,4.39
Barley,Sandy Loam,Rabi,20.6,73.7,1105.4,4.66,128.8,45,78.1,45,26.3,9.7,38.74,0,Medium,Balanced NPK,2.56
Sugarcane,Sandy Loam,Rabi,31.3,81.8,1288.9,5.25,78.3,15.3,6.3,62.3,23.6,5.1,24.32,0,High,"DAP, MOP",69.95
Rice,Laterite,Zaid,41.2,46.3,2165.5,7.82,104.2,49.3,76.1,49.4,27.8,1.6,39.55,0,Medium,Balanced NPK,3.96
Cotton,Red,Rabi,37,70.6,982,7.57,66.7,28.6,32.7,15.8,19,2,4.14,0,High,Balanced NPK,2.2
Rice,Laterite,Kharif,39.2,67.2,2200.2,5.9,91.9,8.9,5.8,23,27.9,19,9.98,0,Medium,"DAP, MOP",4.26
Cotton,Red,Kharif,34.8,84.1,402.7,6.01,54.3,76.1,56.7,25.4,27.3,11.1,27.8,1,High,Balanced NPK,1.94
Rice,Black,Zaid,35.8,88.9,1986.6,6.63,49.2,53.1,78.5,28.1,18.8,18.2,47.38,0,High,Balanced NPK,4.34
Rice,Sandy Loam,Kharif,40.5,30.8,2149.4,4.5,85.2,70.8,77.4,49.6,17.6,17.1,4.2,0,High,Balanced NPK,3.99
Barley,Laterite,Rabi,22.5,73.8,618.2,5.46,74.8,55.7,17.1,45.3,28.7,3.4,2.63,0,Medium,MOP,2.84
Cotton,Clay,Rabi,29.7,33.4,1189.8,5.33,85.3,31.8,18.6,24.2,24.3,3.6,8.25,1,Low,MOP,2.08
Wheat,Black,Rabi,21.6,65.7,580.6,5.5,47.3,43.5,47.4,14.7,28.6,18.9,32.24,1,Low,Balanced NPK,2.47
Rice,Black,Kharif,44.6,48.7,1825.2,7.72,57.7,55.7,52.8,22,25.9,18,20.25,1,High,Balanced NPK,4.11
Sugarcane,Clay,Rabi,43.3,49.9,1431.3,5.62,20.9,77,60.5,78.9,22.2,9.5,41.36,0,Medium,Urea,69.49
Sugarcane,Red,Kharif,16.2,52.9,1661.2,5.27,16.8,24,18.6,42.8,12.3,1.9,4.06,0,Medium,"Urea, MOP",69.07
Groundnut,Sandy Loam,Zaid,36.2,70.4,651.9,6.52,42.9,70.6,76.9,70.7,15.8,0.3,10.22,0,High,Balanced NPK,2.13
Groundnut,Red,Rabi,42.8,51.7,687,7.96,19.7,74.3,52.9,69.4,29.4,7.2,15.35,0,Medium,Urea,2.25
Wheat,Red,Zaid,20.4,77.6,295.4,5.47,23.5,55.3,68.5,45.8,16.4,0.2,31.52,0,Medium,Urea,3.3
Maize,Black,Kharif,32,56.3,940.8,4.81,115.7,74.8,45.5,59.5,11.9,5.8,34.42,0,Medium,Balanced NPK,5.03
Cotton,Red,Kharif,42.5,34.4,1487.4,5.93,15.1,34.8,36.1,23.5,24.2,10.5,6.65,1,Medium,Urea,2.11
Potato,Alluvial,Zaid,16,80.9,2173.3,7.49,95.7,76.5,78.3,58.2,24.7,3,47.22,0,High,Balanced NPK,19.85
Rice,Clay,Rabi,35.9,48.6,1733.9,6.7,45.4,57.7,48.7,29.1,15.7,2.6,17.38,1,High,Balanced NPK,4.47
Tomato,Clay,Rabi,23.9,58.1,1201.4,7.77,123.3,8.2,70,68.2,16,22.4,35.8,0,Low,DAP,25.27
Rice,Sandy Loam,Rabi,42.7,74.6,2392.2,8.34,73,73,76.5,15.9,19.4,14.6,26.45,0,High,Balanced NPK,4.23
Rice,Clay,Zaid,44.1,51.6,1854.3,7.67,49.7,41.3,55.7,64.1,10.4,23.4,11.53,0,Medium,Balanced NPK,4.88
Rice,Red,Kharif,43.3,33.7,2339.4,6.92,77.3,39.5,46.2,17,25.8,8.6,42.39,1,High,Balanced NPK,4.58
Sugarcane,Red,Zaid,29.2,54.3,1413.5,6.47,59.7,47.5,5.3,71.7,16.3,16.9,41,0,Low,MOP,69.48
Maize,Laterite,Kharif,40.9,91.4,795.5,4.66,83.4,16.2,8,31.3,27.1,5.1,20.11,0,High,"DAP, MOP",4.9
Groundnut,Sandy Loam,Rabi,40.3,71.7,321.5,8.44,24.9,40.2,20.1,55.8,26.1,15.5,29.64,0,High,Urea,1.55
Sugarcane,Sandy Loam,Rabi,24.6,73.6,1870,6.03,139.6,67.3,19,44.1,23.2,3.2,13.26,0,High,MOP,70.56
Groundnut,Clay,Kharif,39.9,71.1,479,5.11,65.3,6.2,24.1,35.6,16.5,0.1,34.65,0,High,DAP,1.87
Potato,Red,Rabi,16.1,42.9,896.4,7.17,55.3,25.5,27.9,55.2,20.3,23.3,15.8,0,Low,Balanced NPK,19.61
Maize,Alluvial,Zaid,32.9,57.2,1424.7,5.64,102.3,5.2,32,76.3,18.9,13.9,42.28,0,Medium,DAP,4.47
Sugarcane,Laterite,Kharif,21.9,78.8,1498.2,6.84,57.3,36.2,36.5,12.9,16.8,23.2,11.26,0,Medium,Balanced NPK,69.46
Sugarcane,Alluvial,Rabi,18.6,36.6,1581.3,6.85,118.3,59.6,12.4,74.3,27,8.3,1.23,0,Medium,MOP,70.3
Wheat,Red,Rabi,17.3,48.1,582.4,6.28,69.1,64.9,8.2,52.6,19.7,8.2,13.79,1,Low,MOP,3.08
Maize,Sandy Loam,Rabi,35.9,48,1073.4,7.84,103.5,75.9,55.5,66.5,26.7,10,9.96,0,Medium,Balanced NPK,4.56
Rice,Sandy Loam,Rabi,25.2,58.1,1619.5,5.56,24,50.6,45.3,36.9,12.1,17.7,25.66,0,Medium,Urea,4.45
Rice,Alluvial,Kharif,36.7,93.7,2430.6,6.29,120,24.1,38.3,43,12.8,14.1,10.58,0,High,Balanced NPK,4.23
Sugarcane,Black,Kharif,17,34.4,1873.6,6.65,105.6,74.3,52.6,70.8,29.5,23.1,38.28,0,Medium,Balanced NPK,70.56
Soybean,Red,Rabi,24.5,63.7,2322,7.15,37.5,63.1,67.1,39,21.8,0.6,12.45,0,Medium,Urea,2.8
Rice,Sandy Loam,Zaid,31.2,41.7,1953.1,7.64,28.9,48.1,37.1,47.4,20.2,17.7,35.49,0,Medium,Urea,4.37
Rice,Clay,Zaid,38.7,93.1,1560.9,6.08,51.1,57.2,53.1,11.4,20.5,8.3,29.13,0,High,Balanced NPK,4.95
Tomato,Black,Zaid,24.6,37.4,641.7,7.08,136.9,74.3,76.5,21.1,14.3,4.5,49.32,1,Low,Balanced NPK,25.12
Rice,Sandy Loam,Zaid,33.8,56.2,1733.4,5.1,43.4,58.4,68,54.9,24.4,12.8,50,0,High,Balanced NPK,4.06
Rice,Clay,Kharif,41.6,78,1633.8,8.23,69.3,32.6,37,60.2,11.7,12.6,43.54,0,High,Balanced NPK,4.81
Rice,Sandy Loam,Kharif,33.5,75.8,1585.7,6.03,13.9,58.5,53.4,50.8,21.5,3.4,38.12,0,High,Urea,4.93
Tomato,Black,Zaid,22,57.5,1326.5,7.42,61.6,8,18.3,20,21.4,5,19.63,0,Low,"DAP, MOP",25.13
Sugarcane,Alluvial,Kharif,15.7,52.5,1415.9,4.58,84.3,34,47,41.2,28.3,10.2,37.79,0,Low,Balanced NPK,69.2
Maize,Red,Zaid,41.1,55.8,969.2,5.32,133.9,35.5,78.6,34.9,20.5,10.2,47.86,0,Medium,Balanced NPK,4.64
Sugarcane,Black,Rabi,15.6,47.2,1394.4,6.45,77.2,17.5,43.9,44.7,12.7,7.9,1.66,0,Low,DAP,69.91
Maize,Black,Rabi,41.2,43.3,654.4,8.01,116.5,6.7,74.6,70.9,21.5,3.7,27.13,0,Medium,DAP,5.74
Rice,Sandy Loam,Zaid,30.9,61.4,2051.9,6.61,81.1,15,35.6,64.3,11.8,0.1,11.29,0,High,DAP,4.15
Cotton,Clay,Kharif,43.2,47.5,627.3,8.22,15.3,54.1,79.9,15.9,14.1,24.3,28.11,1,Medium,Urea,2.01
Groundnut,Black,Zaid,39,48.7,395.4,6.44,51,65.2,48.4,72.3,10.6,23.6,23.59,1,Medium,Balanced NPK,1.96
Maize,Red,Kharif,44.9,72.7,1203.4,6.46,84.8,79.1,8.2,43,20.3,12.1,29,0,High,MOP,5.29
Rice,Alluvial,Rabi,25.5,93,1714.1,4.98,133.6,31,49,62.1,11.7,24.9,27.77,0,High,Balanced NPK,4.13
Maize,Clay,Kharif,38,69.2,1206.7,7.71,121.7,50,25.6,19.8,19.4,16.8,48.03,0,Medium,Balanced NPK,4.93
Soybean,Alluvial,Zaid,27.1,35,836.5,5.49,39.7,75.3,7.4,57,28.7,1.7,27.83,0,Low,"Urea, MOP",2.2
Cotton,Alluvial,Rabi,29.4,34.9,1483.8,8.1,38.6,17.5,66.6,26.5,24.4,2.9,42.39,1,Low,"Urea, DAP",1.52
Soybean,Red,Rabi,33.8,91.8,998.1,8.14,36.2,58.8,25.7,40.7,11.5,22.9,16.33,0,High,Urea,2.69
Rice,Sandy Loam,Kharif,41.2,49.3,2345.6,8.27,129.9,61.6,64.7,11.2,14.5,15.8,22.19,1,Medium,Balanced NPK,4.16
Rice,Clay,Rabi,44.5,36,2322.1,6.58,120.8,11.7,26.6,20.6,23.5,21.1,23.79,1,High,DAP,4.62
Maize,Clay,Rabi,38,68.9,1355.5,7.21,110.7,69.6,19.6,16.4,27.9,22.5,14.3,0,Medium,MOP,5.03
Tomato,Red,Kharif,27.5,70.5,954.1,7.61,61.1,66,78,26.8,10.7,11.2,19.3,0,Medium,Balanced NPK,24.52
Rice,Clay,Rabi,27.6,72.2,1895.4,5.02,75.6,7.5,32.1,17,26.2,1.2,30.13,0,High,DAP,4.25
Tomato,Black,Zaid,37.1,47.4,284.4,6.9,70.4,11.8,50.1,58.4,21.2,4.7,29.22,1,Medium,DAP,25.03
Sugarcane,Laterite,Kharif,22.2,31,1292,4.64,42.9,8.7,50.7,12,20.9,1.7,32,1,Low,DAP,69
Potato,Laterite,Kharif,18.3,92.7,973.5,6.49,75.7,30.1,47,53.2,29.2,4.7,17.91,0,Medium,Balanced NPK,20.01
Rice,Laterite,Kharif,25.6,46.3,2317.2,5.12,14,43.2,73.6,19.8,25,10.3,16.13,1,Medium,Urea,4.36
Wheat,Alluvial,Kharif,23.6,73.9,227.6,5.23,27.1,44.9,55.6,76.2,27,3,30.78,0,Medium,Urea,3.07
Sugarcane,Clay,Zaid,23.9,75.9,1471.5,5.96,125.3,25.1,35.3,75.3,17.1,4.2,7.08,0,Medium,Balanced NPK,70.35
Sugarcane,Red,Kharif,22,69.7,1903.5,6.23,107.7,73.4,69.7,25.8,21.1,11.1,13.03,0,Medium,Balanced NPK,70.7
Sugarcane,Clay,Zaid,16.3,50.3,1315.5,6.99,65,32.6,18.6,53,22.3,8.5,2.59,0,Low,MOP,69.88
Wheat,Red,Kharif,15.5,47.6,396.4,4.8,77.2,8.4,45.8,12,16.4,11.7,4.09,1,Low,DAP,3.13
Rice,Clay,Kharif,44.6,68.8,2436.7,6.51,58.1,27.5,76.3,75.2,21.4,10.7,12.55,0,Medium,Balanced NPK,4.16
Sugarcane,Alluvial,Rabi,27.8,86.3,1391.4,5.23,106.3,44.8,51.9,46.6,14.7,16.1,1.47,0,Medium,Balanced NPK,69.77
Rice,Black,Rabi,26.5,91.5,1612.6,6.8,111.9,35.6,66.3,13,12.9,23.4,12.65,0,High,Balanced NPK,4.24
Maize,Laterite,Zaid,35.4,36.9,744.2,7.05,109.2,25.5,54,34,17.5,2.7,32.92,0,Medium,Balanced NPK,4.77
Sugarcane,Laterite,Rabi,21.5,40.1,1312,6.73,103.9,14.8,68,15.4,24.8,2.5,3.52,1,Low,DAP,69.67
Soybean,Clay,Kharif,43.5,91.4,1187,7.45,36.6,66.4,75.8,37.5,28.3,21.3,22.12,0,High,Urea,2.47
Groundnut,Alluvial,Zaid,38.6,77.9,372.3,5.84,53.9,79.7,25.5,56.9,19.2,12.7,45.7,0,High,Balanced NPK,2.61
Wheat,Laterite,Rabi,17.7,87.4,444.2,7.56,71.1,29.7,17.7,42.9,22.9,19.2,39.67,0,Medium,MOP,3.24
Rice,Clay,Kharif,27.5,43.2,2126.2,6.23,53,33.6,41.3,36.9,12.1,5.4,15.62,0,Medium,Balanced NPK,4.7
Maize,Sandy Loam,Rabi,41.4,68.2,751.6,6.44,108.1,51.4,57.6,18.3,28.1,20.7,46.28,0,Medium,Balanced NPK,5.31
Cotton,Clay,Rabi,43.3,75.6,648.4,7.09,52.8,58.9,22,27.1,21.4,23.1,16.82,0,High,Balanced NPK,1.7
Cotton,Red,Rabi,29,74.2,1361.3,4.57,28,34.4,5.3,17,25.6,15.9,4.09,0,Medium,"Urea, MOP",1.7
Rice,Laterite,Rabi,33.4,56.5,1968.1,7.12,61.9,72.9,30.7,66.5,25.9,2.6,49.71,0,Medium,Balanced NPK,4.06
Wheat,Laterite,Kharif,20,31,342.5,6.97,137.4,47,77.7,19.5,15.1,22.4,43.57,1,Low,Balanced NPK,3.28
Rice,Sandy Loam,Rabi,44.7,67.9,1526.7,5.74,39.4,38.8,57.1,51.7,20.6,19.8,23.56,0,High,Urea,4.48
Wheat,Black,Zaid,22,46.5,474.2,4.84,89.6,53.5,35.1,34,29.2,18.8,33.49,1,Low,Balanced NPK,2.92
Cotton,Clay,Zaid,43.3,59.3,283.9,4.86,66.3,76.5,19.4,25.8,11.8,0.9,33.73,1,Medium,MOP,2.13
Groundnut,Black,Rabi,34.5,92.2,321.3,8.19,19.2,64.6,31.7,54.8,23.7,20,10.13,0,High,Urea,1.73
Rice,Clay,Zaid,33.2,55.9,2118.6,7.26,73.4,8,17.7,42,29.2,3.4,10.4,0,Medium,"DAP, MOP",5.34
Maize,Sandy Loam,Rabi,30.4,84.6,471.3,5.01,101.3,29.9,13,38,16,5.6,23.74,0,High,MOP,5.1
Wheat,Black,Kharif,21.9,42.3,303.8,5.93,76.7,40.3,73,51.5,27.2,14.4,45.62,1,Low,Balanced NPK,3.18
Sugarcane,Alluvial,Kharif,20.3,73.7,1207.2,6.87,123.4,28.6,79.8,44.4,28.7,6.6,0.99,0,Medium,Balanced NPK,70.97
Soybean,Sandy Loam,Zaid,21.6,93.5,2141.2,7.84,47.6,57.5,17.3,31.2,24.9,16.5,39.23,0,High,MOP,1.79
Soybean,Clay,Zaid,20.6,36.6,803.5,4.67,21.2,67,9.1,49.1,14.6,15.2,3.35,0,Low,"Urea, MOP",2.37
Maize,Red,Rabi,38.4,30.5,1169.9,5.45,131.8,59.9,29.7,56.9,16.7,2.7,24.17,0,Medium,Balanced NPK,4.89
Wheat,Red,Rabi,25.5,58.2,291.8,8.06,59.2,79.2,39.6,11.9,10.7,16.4,32.07,1,Low,Balanced NPK,3.11
Sugarcane,Red,Rabi,16.7,36,1232.9,4.54,84.9,25.4,20.4,42.6,26.6,23.1,34.49,0,Low,Balanced NPK,69.49
Rice,Clay,Kharif,44.1,78.6,1528.5,5.31,113,70.6,27.6,14,27,4,3.39,0,High,Balanced NPK,4.44
Rice,Laterite,Rabi,41.5,89.4,1513.1,8.34,52.2,62.5,20.1,23,22.7,14.9,21.22,0,High,Balanced NPK,4.86
Maize,Sandy Loam,Kharif,42.8,58.2,964.6,6.95,103.1,32.2,63.1,49.2,17.1,8.5,29.4,0,Medium,Balanced NPK,5.14
Soybean,Sandy Loam,Zaid,44.8,46.8,925.7,5.55,27.6,60.1,58.4,70.6,11.5,11.5,3.77,0,Medium,Urea,2.62
Wheat,Black,Kharif,20.2,58.2,445.2,4.77,47.9,12.8,52.6,71.8,25.1,7.2,7.19,0,Low,DAP,3.3
Soybean,Sandy Loam,Zaid,26.9,77,1043.6,4.61,28.8,64.2,34,14.9,24.5,8.9,33.35,0,Medium,Urea,2.07
Maize,Sandy Loam,Kharif,37.7,30.6,428.8,5.48,115.5,44.9,73.2,39.3,28.3,0.7,26.32,1,Medium,Balanced NPK,5.07
Rice,Black,Kharif,35.9,68.3,1963.2,8.03,38.9,26.9,77.7,50.8,24.6,24.5,8.51,0,Medium,Urea,4.51
Sugarcane,Sandy Loam,Rabi,19.6,69.9,2422.4,6.16,103.3,54.2,18,20.3,26.6,15.6,26.99,0,Medium,MOP,69.86
Rice,Sandy Loam,Zaid,39.5,71.4,2431.2,7.38,132.6,53.1,21.7,63.6,24.9,12.5,45.68,0,High,Balanced NPK,4.79
Tomato,Alluvial,Kharif,21.7,45.7,2189.7,8.17,78.6,20.7,44.4,62.1,22.6,9.6,1.27,0,Medium,Balanced NPK,24.2
Sugarcane,Clay,Kharif,21.7,76.4,1581.8,6.13,80.2,7.3,11.8,73.2,18.5,13.5,32.31,0,High,"DAP, MOP",70.69
Rice,Black,Zaid,31.1,35.9,1812,5.27,69.9,37.5,37.7,10.6,28,9.5,4.15,1,High,Balanced NPK,4.46
Cotton,Alluvial,Kharif,32.8,43,856,6.57,52.4,47.7,48.6,25.2,23,9,0.82,1,Medium,Balanced NPK,1.54
Rice,Laterite,Zaid,32.4,87,1650.8,8.13,71.8,70.7,44.2,67.9,18,11.6,7.96,0,High,Balanced NPK,4.65
Potato,Black,Zaid,17.7,78,1248,7.72,88.4,74.6,29.8,56.9,11.7,6.9,21.43,0,Medium,Balanced NPK,20.11
Maize,Clay,Zaid,41.3,30.9,1308.6,4.76,138.2,44.7,45.7,72.6,15.8,4.5,40.22,0,Medium,Balanced NPK,5.62
Tomato,Sandy Loam,Kharif,23,46.1,1942.9,7.27,131.9,61.5,76.9,14,20.9,13.9,14.45,1,Medium,Balanced NPK,25.66
Potato,Sandy Loam,Kharif,18.9,43.9,848.4,6.79,122.1,37.9,20.5,51.8,15.5,21.1,31.47,0,Low,Balanced NPK,19.72
Maize,Alluvial,Rabi,41.7,47.6,931.5,8.13,125.6,61,54.1,49.8,14.4,3.8,20.85,0,Medium,Balanced NPK,4.92
Rice,Alluvial,Zaid,43.7,46.1,2326.7,4.99,70.8,20.4,8.3,12.5,20.5,0.8,12.1,1,Medium,MOP,4.19
Maize,Laterite,Kharif,40.9,34.1,329.3,6.64,95.5,32.8,10,45.9,13.4,6.2,25.96,1,Medium,MOP,5.23
Maize,Laterite,Kharif,39.3,59.8,1317,8.02,126.4,52.6,46.4,52.7,26,24.5,39.97,0,Medium,Balanced NPK,5.43
Rice,Clay,Zaid,34.7,77.6,2299.4,6.14,61.1,6.4,12.9,23.4,19.7,20.7,41.71,1,High,"DAP, MOP",4.09
Rice,Sandy Loam,Zaid,31.5,69.4,1603.8,6.43,135,59.2,6.7,29.1,21.5,14.9,42.4,0,Medium,MOP,4.52
Sugarcane,Red,Zaid,17.6,73.7,1456.7,4.78,64.1,67.7,17.9,54.8,12.9,23.2,17.26,0,Medium,MOP,69.1
Groundnut,Laterite,Rabi,27.3,35.3,774.4,5.61,88.1,34.9,47.4,42.8,16.5,11.1,39.78,0,Low,Balanced NPK,2.25
Barley,Sandy Loam,Rabi,26.2,91.8,989.5,5.8,102.3,38.6,57.8,70.1,18.2,24.6,11,0,Medium,Balanced NPK,2.92
Tomato,Laterite,Rabi,22.8,84.5,2159.7,8.28,133.6,68.8,20.2,34,26.2,7.4,37.05,0,High,Balanced NPK,25.36
Cotton,Black,Zaid,36.7,82.3,1486.2,5.63,41.8,63.2,55.1,28.7,25.4,6,47.45,1,High,Balanced NPK,1.66
Sugarcane,Alluvial,Kharif,29.9,83.5,1383.9,6.34,107,26.6,18.7,78.9,14.5,16,1.18,0,Medium,MOP,70.26
Wheat,Sandy Loam,Zaid,17.4,90.6,429,7.19,77.7,29.3,51,73.8,22.3,9.5,22.3,0,Medium,Balanced NPK,3.31
Wheat,Laterite,Kharif,21.6,65.4,236.9,5.15,44.9,55.9,35.9,12,14.9,15.7,32.56,1,Low,Balanced NPK,3.08
Rice,Alluvial,Rabi,35.5,43,2416.5,6.45,111,47.2,54,64,29.8,7.6,35.24,0,Medium,Balanced NPK,4.61
Barley,Red,Rabi,17.3,70.1,1067.1,7.45,81.8,17.2,79.6,17.7,29,15.4,9.22,0,Medium,DAP,3.17
Rice,Laterite,Rabi,40.5,78.3,1587.4,7.97,95.9,28.2,75.3,11.9,21.3,6.9,48.62,0,High,Balanced NPK,5.12
Cotton,Sandy Loam,Kharif,29.9,78,383.3,7.01,52,72.5,5.3,29.2,24,1.3,30.96,1,Medium,MOP,1.64
Rice,Black,Kharif,29.4,63.9,1771.2,7.18,72.6,56.6,71.4,28.9,26,22.8,8.63,1,Medium,Balanced NPK,5.13
Rice,Alluvial,Zaid,32.8,34.4,2344.9,5.01,90.3,78.9,10,67.4,24.4,22.1,1.52,0,Medium,MOP,4.33
Rice,Alluvial,Zaid,39.7,54.1,1524,8.28,62.6,62.5,76.5,59.7,24,24.3,39.27,0,High,Balanced NPK,4.71
Wheat,Black,Zaid,25.4,89.8,490.1,5.03,35.8,75.6,26.1,78.7,29.2,17.9,4.45,0,Medium,Urea,3.01
Rice,Sandy Loam,Rabi,35.3,68,1538,7.6,135,21.2,33.7,59.8,21.9,17.1,7.48,0,Medium,Balanced NPK,4.21
Rice,Clay,Zaid,32,65,1962.6,5.56,76.5,62.9,11.9,39.3,22.7,14,28.95,0,High,MOP,4.85
Tomato,Red,Rabi,23,47.5,1134.8,8.23,105.4,6.5,13.4,58.9,27,3.1,30.37,0,Low,"DAP, MOP",24.89
Rice,Clay,Kharif,41.4,53.9,2223.6,7.38,63.4,55.3,59.5,80,23.4,4.7,34.5,0,Medium,Balanced NPK,4.86
Rice,Black,Rabi,38.9,88.2,1692,7.52,56.2,40.2,75.8,59.7,24.7,7.2,19.98,0,High,Balanced NPK,4.69
Rice,Red,Rabi,34.8,73.3,2268.3,5.38,62.9,31,50.8,63.3,14.7,22.3,38.81,0,High,Balanced NPK,4.59
Rice,Sandy Loam,Rabi,40.5,81.2,1634.1,6.27,63.2,69.7,58.7,75.7,17.4,4.3,48.73,0,High,Balanced NPK,4.65
Maize,Laterite,Kharif,41,59.5,502,6.97,80.7,69.1,62.1,18,12.9,23.1,13.92,1,Medium,Balanced NPK,5.32
Maize,Laterite,Kharif,36.3,71,912.3,7.58,80.7,6.7,24.7,59.3,20.1,13.1,35.3,0,High,DAP,5.26
Groundnut,Clay,Zaid,40.1,46.1,664.1,4.92,74.6,50.7,8.4,69.6,19.1,17.9,46.46,0,Medium,MOP,1.86
Rice,Sandy Loam,Zaid,35.9,75.9,2290.3,8.35,27.5,32.6,5.1,76.8,29.9,2.8,34.47,0,High,"Urea, MOP",4.55
Rice,Red,Zaid,35.4,57.8,1948.9,8.06,74.5,36.2,31.3,24.8,22.2,6.7,34.21,1,High,Balanced NPK,4.92
Rice,Clay,Kharif,33.6,58.8,1755.7,5.58,32,67.4,23.1,45.3,25.7,24,11.58,0,Medium,Urea,4.46
Soybean,Black,Kharif,37.6,72.2,892.2,7.79,26.4,28.2,9.7,57.6,16.7,6.7,26.99,0,High,"Urea, MOP",2.32
Barley,Clay,Kharif,19.8,90.9,623.3,6.57,131.2,75.7,18.5,27.3,26.6,7.4,28.34,0,Medium,MOP,2.64
Rice,Sandy Loam,Kharif,41.4,34.2,1939.8,6.35,88.6,18.5,14.3,52,22.3,4.9,35.16,0,High,"DAP, MOP",4.76
Maize,Sandy Loam,Kharif,41.2,83.6,1290.6,5.76,95.7,54.7,73.6,28,23.9,3.2,49.84,0,High,Balanced NPK,4.93
Barley,Laterite,Rabi,15.9,49,719.3,6.82,62.2,55.4,15.5,33.3,15.9,5.8,2.17,0,Low,MOP,2.9
Rice,Black,Zaid,39.8,58.9,1618.2,7.42,128.2,23.9,45.3,40.9,21,16.1,3.73,0,High,Balanced NPK,4.43
Wheat,Laterite,Rabi,18.9,31.4,292.8,6.14,92.9,29.4,49.5,47,22.7,11.4,4.36,1,Low,Balanced NPK,3.55
Tomato,Red,Zaid,25.1,49.6,950.2,7.02,110,67.6,45.8,41.5,21.8,13.8,37.28,0,Low,Balanced NPK,25.11
Soybean,Red,Rabi,37.3,62.7,1277.7,7.3,57.9,62.1,12.4,44.5,28.3,3.1,7.25,0,Medium,MOP,2.91
Wheat,Alluvial,Kharif,19.8,33.7,540.3,7.34,134.8,29.7,28.9,30.9,28,20.1,31.31,1,Low,Balanced NPK,3.63
Rice,Sandy Loam,Zaid,39.5,61.9,2464.7,4.71,116.7,45,8.8,21.1,29.4,19.6,16.57,0,High,MOP,4.46
Maize,Black,Rabi,40,90.3,680.9,7.94,121,9.6,34.7,13.3,23.3,0.5,23.14,0,High,DAP,5.4
Cotton,Black,Zaid,30.2,36.9,499.8,6.33,32.4,20.7,19.1,23.7,29.4,9.6,11.18,1,Medium,"Urea, MOP",1.69
Potato,Laterite,Kharif,15.2,79.7,668.1,5.55,45.2,41.4,47.1,50.7,26.6,1.7,43.37,0,Medium,Balanced NPK,19.89
Sugarcane,Clay,Kharif,23.6,56.6,1968.8,5.47,47.1,11.4,57,65,15.4,19.8,29.51,0,Low,DAP,69.12
Cotton,Clay,Zaid,33.5,72.6,1178.7,6.43,45.2,68.2,44.9,21.8,18.5,18.4,47.26,0,High,Balanced NPK,1.97
Rice,Laterite,Zaid,44.4,46.9,1500.5,8.05,121.2,58.9,37.6,17.6,14.8,22.5,28.94,1,Medium,Balanced NPK,4.59
